year,category,rank,player,team,value
1993,,Wins,Jack McDowell,Chicago,22
1993,,Statistic,Name,Team,#
1994,,Statistic,Name,Team,#
1994,,Base on Balls,Frank Thomas,Chicago,109
1994,,Batting Average,Paul O'Neill,New York,.359
1994,,Doubles,Chuck Knoblauch,Minnesota,45
1994,,Hits,Kenny Lofton,Cleveland,160
1994,,Home Runs,"Ken Griffey, Jr.",Seattle,40
1994,,On Base Percentage,Frank Thomas,Chicago,.494
1994,,RBI,Kirby Puckett,Minnesota,112
1994,,Runs,Frank Thomas,Chicago,106
1994,,Slugging Average,Frank Thomas,Chicago,.729
1994,,Stolen Bases,Kenny Lofton,Cleveland,60
1994,,Total Bases,Albert Belle,Cleveland,294
1994,,Triples,Lance Johnson,Chicago,14
1994,,Statistic,Name,Team,#
1994,,Statistic,Name,Team,#
1994,,Complete Games,Randy Johnson,Seattle,9
1994,,ERA,Steve Ontiveros,Oakland,2.65
1994,,Games,Bob Wickman,New York,53
1994,,Saves,Lee Smith,Baltimore,33
1994,,Shutouts,Randy Johnson,Seattle,4
1994,,Strikeouts,Randy Johnson,Seattle,204
1994,,Winning Percentage,Jason Bere,Chicago,.857
1994,,Wins,Jimmy Key,New York,17
1994,,Statistic,Name,Team,#
1995,,Statistic,Name,Team,#
1995,,Base on Balls,Frank Thomas,Chicago,136
1995,,Batting Average,Edgar Martinez,Seattle,.356
1995,,Doubles,Albert Belle,Cleveland,52
1995,,Hits,Lance Johnson,Chicago,186
1995,,Home Runs,Albert Belle,Cleveland,50
1995,,On Base Percentage,Edgar Martinez,Seattle,.482
1995,,RBI,Albert Belle,Cleveland,126
1995,,Runs,Albert Belle,Cleveland,121
1995,,Slugging Average,Albert Belle,Cleveland,.690
1995,,Stolen Bases,Kenny Lofton,Cleveland,54
1995,,Total Bases,Albert Belle,Cleveland,377
1995,,Triples,Kenny Lofton,Cleveland,13
1995,,Statistic,Name,Team,#
1995,,Statistic,Name,Team,#
1995,,Complete Games,Jack McDowell,New York,8
1995,,ERA,Randy Johnson,Seattle,2.48
1995,,Games,Jesse Orosco,Baltimore,65
1995,,Saves,Jose Mesa,Cleveland,46
1995,,Shutouts,Mike Mussina,Baltimore,4
1995,,Strikeouts,Randy Johnson,Seattle,294
1995,,Winning Percentage,Randy Johnson,Seattle,.900
1995,,Wins,Mike Mussina,Baltimore,19
1995,,Statistic,Name,Team,#
1996,,Statistic,Name,Team,#
1996,,Base on Balls,Tony Phillips,Chicago,125
1996,,Batting Average,Alex Rodriguez,Seattle,.358
1996,,Doubles,Alex Rodriguez,Seattle,54
1996,,Hits,Paul Molitor,Minnesota,225
1996,,Home Runs,Mark McGwire,Oakland,52
1996,,On Base Percentage,Mark McGwire,Oakland,.468
1996,,RBI,Albert Belle,Cleveland,148
1996,,Runs,Alex Rodriguez,Seattle,141
1996,,Slugging Average,Mark McGwire,Oakland,.730
1996,,Stolen Bases,Kenny Lofton,Cleveland,75
1996,,Total Bases,Alex Rodriguez,Seattle,379
1996,,Triples,Chuck Knoblauch,Minnesota,14
1996,,Statistic,Name,Team,#
1996,,Statistic,Name,Team,#
1996,,Complete Games,Pat Hentgen,Toronto,10
1996,,ERA,Juan Guzman,Toronto,2.93
1996,,Games,Eddie Guardado,Minnesota,83
1996,,Saves,John Wetteland,New York,43
1996,,Shutouts,Pat Hentgen,Toronto,3
1996,,Strikeouts,Roger Clemens,Boston,257
1996,,Winning Percentage,Charles Nagy,Cleveland,.773
1996,,Wins,Andy Pettitte,New York,21
1996,,Statistic,Name,Team,#
1997,,Statistic,Name,Team,#
1997,,Base on Balls,Jim Thome,Cleveland,120
1997,,Batting Average,Frank Thomas,Chicago,.347
1997,,Doubles,John Valentin,Boston,47
1997,,Hits,Nomar Garciaparra,Boston,209
1997,,Home Runs,"Ken Griffey, Jr.",Seattle,56
1997,,On Base Percentage,Frank Thomas,Chicago,.461
1997,,RBI,"Ken Griffey, Jr.",Seattle,147
1997,,Runs,"Ken Griffey, Jr.",Seattle,125
1997,,Slugging Average,"Ken Griffey, Jr.",Seattle,.646
1997,,Stolen Bases,Brian Hunter,Detroit,74
1997,,Total Bases,"Ken Griffey, Jr.",Seattle,393
1997,,Triples,Nomar Garciaparra,Boston,11
1997,,Statistic,Name,Team,#
1997,,Statistic,Name,Team,#
1997,,Complete Games,Roger Clemens,Toronto,9
1997,,ERA,Roger Clemens,Toronto,2.05
1997,,Games,Mike Myers,Detroit,88
1997,,Saves,Randy Myers,Baltimore,45
1997,,Shutouts,Roger Clemens,Toronto,3
1997,,Strikeouts,Roger Clemens,Toronto,292
1997,,Winning Percentage,Randy Johnson,Seattle,.833
1997,,Wins,Roger Clemens,Toronto,21
1997,,Statistic,Name,Team,#
1998,,Statistic,Name,Team,#
1998,,Base on Balls,Rickey Henderson,Oakland,118
1998,,Batting Average,Bernie Williams,New York,.339
1998,,Doubles,Juan Gonzalez,Texas,50
1998,,Hits,Alex Rodriguez,Seattle,213
1998,,Home Runs,"Ken Griffey, Jr.",Seattle,56
1998,,On Base Percentage,Edgar Martinez,Seattle,.433
1998,,RBI,Juan Gonzalez,Texas,157
1998,,Runs,Derek Jeter,New York,127
1998,,Slugging Average,Albert Belle,Chicago,.655
1998,,Stolen Bases,Rickey Henderson,Oakland,66
1998,,Total Bases,Albert Belle,Chicago,399
1998,,Triples,Jose Offerman,Kansas City,13
1998,,Statistic,Name,Team,#
1998,,Statistic,Name,Team,#
1998,,Complete Games,Scott Erickson,Baltimore,11
1998,,ERA,Roger Clemens,Toronto,2.65
1998,,Games,Sean Runyan,Detroit,88
1998,,Saves,Tom Gordon,Boston,46
1998,,Shutouts,David Wells,New York,5
1998,,Strikeouts,Roger Clemens,Toronto,271
1998,,Winning Percentage,David Wells,New York,.818
1998,,Wins,Roger Clemens,Toronto,20
1998,,Statistic,Name,Team,#
1999,,Statistic,Name,Team,#
1999,,Base on Balls,Jim Thome,Cleveland,127
1999,,Batting Average,Nomar Garciaparra,Boston,.357
1999,,Doubles,Shawn Green,Toronto,45
1999,,Hits,Derek Jeter,New York,219
1999,,Home Runs,"Ken Griffey, Jr.",Seattle,48
1999,,On Base Percentage,Edgar Martinez,Seattle,.447
1999,,RBI,Manny Ramirez,Cleveland,165
1999,,Runs,Roberto Alomar,Cleveland,138
1999,,Slugging Average,Manny Ramirez,Cleveland,.663
1999,,Stolen Bases,Brian Hunter,Seattle,44
1999,,Total Bases,Shawn Green,Toronto,361
1999,,Triples,Jose Offerman,Boston,11
1999,,Statistic,Name,Team,#
1999,,Statistic,Name,Team,#
1999,,Complete Games,David Wells,Toronto,7
1999,,ERA,Pedro Martinez,Boston,2.07
1999,,Games,Buddy Groom,Oakland,76
1999,,Saves,Mariano Rivera,New York,45
1999,,Shutouts,Scott Erickson,Baltimore,3
1999,,Strikeouts,Pedro Martinez,Boston,313
1999,,Winning Percentage,Pedro Martinez,Boston,.852
1999,,Wins,Pedro Martinez,Boston,23
1999,,Statistic,Name,Team,#
2000,,Statistic,Name,Team,#
2000,,Base on Balls,Jason Giambi,Oakland,137
2000,,Batting Average,Nomar Garciaparra,Boston,.372
2000,,Doubles,Carlos Delgado,Toronto,57
2000,,Hits,Darin Erstad,Anaheim,240
2000,,Home Runs,Troy Glaus,Anaheim,47
2000,,On Base Percentage,Jason Giambi,Oakland,.476
2000,,RBI,Edgar Martinez,Seattle,145
2000,,Runs,Johnny Damon,Kansas City,136
2000,,Slugging Average,Manny Ramirez,Cleveland,.697
2000,,Stolen Bases,Johnny Damon,Kansas City,46
2000,,Total Bases,Carlos Delgado,Toronto,378
2000,,Triples,Cristian Guzman,Minnesota,20
2000,,Statistic,Name,Team,#
2000,,Statistic,Name,Team,#
2000,,Complete Games,David Wells,Toronto,9
2000,,ERA,Pedro Martinez,Boston,1.74
2000,,Games,Kelly Wunsch,Chicago,83
2000,,Saves,Todd Jones,Detroit,42
2000,,Shutouts,Pedro Martinez,Boston,4
2000,,Strikeouts,Pedro Martinez,Boston,284
2000,,Winning Percentage,Tim Hudson,Oakland,.769
2000,,Wins,Tim Hudson,Oakland,20
2000,,Statistic,Name,Team,#
2011,,Statistic,Name,Team,#
2011,,Base on Balls,Jose Bautista,Toronto,132
2011,,Batting Average,Miguel Cabrera,Detroit,.344
2011,,Doubles,Miguel Cabrera,Detroit,48
2011,,Hits,Adrian Gonzalez,Boston,213
2011,,Home Runs,Jose Bautista,Toronto,43
2011,,On Base Percentage,Miguel Cabrera,Detroit,.448
2011,,RBI,Curtis Granderson,New York,119
2011,,Runs,Curtis Granderson,New York,136
2011,,Slugging Average,Jose Bautista,Toronto,.608
2011,,Stolen Bases,Coco Crisp,Oakland,49
2011,,Total Bases,Jacoby Ellsbury,Boston,364
2011,,Triples,Peter Bourjos,Los Angeles,11
2011,,Statistic,Name,Team,#
2011,,Statistic,Name,Team,#
2011,,Complete Games,James Shields,Tampa Bay,11
2011,,ERA,Justin Verlander,Detroit,2.40
2011,,Games,Jose Valverde,Detroit,75
2011,,Saves,Jose Valverde,Detroit,49
2011,,Shutouts,Derek Holland,Texas,4
2011,,Strikeouts,Justin Verlander,Detroit,250
2011,,Winning Percentage,Justin Verlander,Detroit,.828
2011,,Wins,Justin Verlander,Detroit,24
2011,,Statistic,Name,Team,#
2012,,Statistic,Name,Team,#
2012,,Base on Balls,Adam Dunn,Chicago,105
2012,,Batting Average,Miguel Cabrera,Detroit,.330
2012,,Doubles,Alex Gordon,Kansas City,51
2012,,Hits,Derek Jeter,New York,216
2012,,Home Runs,Miguel Cabrera,Detroit,44
2012,,On Base Percentage,Joe Mauer,Minnesota,.416
2012,,RBI,Miguel Cabrera,Detroit,139
2012,,Runs,Mike Trout,Los Angeles,129
2012,,Slugging Average,Miguel Cabrera,Detroit,.606
2012,,Stolen Bases,Mike Trout,Los Angeles,49
2012,,Total Bases,Miguel Cabrera,Detroit,377
2012,,Triples,Austin Jackson,Detroit,10
2012,,Statistic,Name,Team,#
2012,,Statistic,Name,Team,#
2012,,Complete Games,Justin Verlander,Detroit,6
2012,,ERA,David Price,Tampa Bay,2.56
2012,,Games,Boone Logan,New York,80
2012,,Saves,Jim Johnson,Baltimore,51
2012,,Shutouts,Felix Hernandez,Seattle,5
2012,,Strikeouts,Justin Verlander,Detroit,239
2012,,Winning Percentage,David Price,Tampa Bay,.800
2012,,Wins,David Price,Tampa Bay,20
2012,,Statistic,Name,Team,#
2013,,Statistic,Name,Team,#
2013,,Base on Balls,Mike Trout,Los Angeles,110
2013,,Batting Average,Miguel Cabrera,Detroit,.348
2013,,Doubles,Manny Machado,Baltimore,51
2013,,Hits,Adrian Beltre,Texas,199
2013,,Home Runs,Chris Davis,Baltimore,53
2013,,On Base Percentage,Miguel Cabrera,Detroit,.442
2013,,RBI,Chris Davis,Baltimore,138
2013,,Runs,Mike Trout,Los Angeles,109
2013,,Slugging Average,Miguel Cabrera,Detroit,.636
2013,,Stolen Bases,Jacoby Ellsbury,Boston,52
2013,,Total Bases,Chris Davis,Baltimore,370
2013,,Triples,Brett Gardner,New York,10
2013,,Statistic,Name,Team,#
2013,,Statistic,Name,Team,#
2013,,Complete Games,David Price,Tampa Bay,4
2013,,ERA,Anibal Sanchez,Detroit,2.57
2013,,Games,Joel Peralta,Tampa Bay,80
2013,,Saves,Jim Johnson,Baltimore,50
2013,,Shutouts,Bartolo Colon,Oakland,3
2013,,Strikeouts,Yu Darvish,Texas,277
2013,,Winning Percentage,Max Scherzer,Detroit,.875
2013,,Wins,Max Scherzer,Detroit,21
2013,,Statistic,Name,Team,#
2014,,Statistic,Name,Team,#
2014,,Base on Balls,Carlos Santana,Cleveland,113
2014,,Batting Average,Jose Altuve,Houston,.341
2014,,Doubles,Miguel Cabrera,Detroit,52
2014,,Hits,Jose Altuve,Houston,225
2014,,Home Runs,Nelson Cruz,Baltimore,40
2014,,On Base Percentage,Victor Martinez,Detroit,.409
2014,,RBI,Mike Trout,Los Angeles,111
2014,,Runs,Mike Trout,Los Angeles,115
2014,,Slugging Average,Jose Abreu,Chicago,.581
2014,,Stolen Bases,Jose Altuve,Chicago,56
2014,,Total Bases,Mike Trout,Los Angeles,338
2014,,Triples,Michael Bourn,Cleveland,10
2014,,Statistic,Name,Team,#
2014,,Statistic,Name,Team,#
2014,,Complete Games,Dallas Keuchel,Houston,5
2014,,ERA,Felix Hernandez,Seattle,2.14
2014,,Games,Bryan Shaw,Cleveland,80
2014,,Saves,Fernando Rodney,Seattle,48
2014,,Shutouts,Rick Porcello,Detroit,3
2014,,Strikeouts,David Price,Tampa Bay / Detroit,271
2014,,Winning Percentage,Max Scherzer,Detroit,.783
2014,,Wins,Corey Kluber,Texas,18
2014,,Statistic,Name,Team,#
2015,,Statistic,Name,Team,#
2015,,Base on Balls,Jose Bautista,Toronto,110
2015,,Batting Average,Miguel Cabrera,Detroit,.338
2015,,Doubles,Michael Brantley,Cleveland,45
2015,,Hits,Jose Altuve,Houston,200
2015,,Home Runs,Chris Davis,Baltimore,47
2015,,On Base Percentage,Miguel Cabrera,Detroit,.440
2015,,RBI,Josh Donaldson,Toronto,123
2015,,Runs,Josh Donaldson,Toronto,122
2015,,Slugging Average,Mike Trout,Los Angeles,.590
2015,,Stolen Bases,Jose Altuve,Houston,38
2015,,Total Bases,Josh Donaldson,Toronto,352
2015,,Triples,Eddie Rosario,Minnesota,15
2015,,Statistic,Name,Team,#
2015,,Statistic,Name,Team,#
2015,,Complete Games,Mark Buehrle,Toronto,4
2015,,ERA,David Price,Detroit / Toronto,2.45
2015,,Games,Kevin Jepsen,Tampa Bay / Minnesota,75
2015,,Saves,Brad Boxberger,Tampa Bay,41
2015,,Shutouts,Sonny Gray,Oakland,2
2015,,Strikeouts,Chris Sale,Chicago,274
2015,,Winning Percentage,David Price,Detroit / Toronto,.783
2015,,Wins,Dallas Keuchel,Houston,20
2015,,Statistic,Name,Team,#
2016,,Statistic,Name,Team,#
2016,,Base on Balls,Mike Trout,Los Angeles,116
2016,,Batting Average,Jose Altuve,Houston,.338
2016,,Doubles,David Ortiz,Boston,48
2016,,Hits,Jose Altuve,Houston,216
2016,,Home Runs,Mark Trumbo,Baltimore,47
2016,,On Base Percentage,Mike Trout,Los Angeles,.441
2016,,RBI,Edwin Encarnacion,Toronto,127
2016,,Runs,Mike Trout,Los Angeles,123
2016,,Slugging Average,David Ortiz,Boston,.620
2016,,Stolen Bases,Rajai Davis,Cleveland,43
2016,,Total Bases,Mookie Betts,Boston,359
2016,,Triples,Adam Eaton,Chicago,9
2016,,Statistic,Name,Team,#
2016,,Statistic,Name,Team,#
2016,,Complete Games,Chris Sale,Chicago,6
2016,,ERA,Aaron Sanchez,Toronto,3.00
2016,,Games,Bryan Shaw,Cleveland,75
2016,,Saves,Zach Britton,Baltimore,47
2016,,Shutouts,Corey Kluber,Cleveland,2
2016,,Strikeouts,Justin Verlander,Detroit,254
2016,,Winning Percentage,Aaron Sanchez,Toronto,.882
2016,,Wins,Rick Porcello,Boston,22
2016,,Statistic,Name,Team,#
2017,,Statistic,Name,Team,#
2017,,Base on Balls,Aaron Judge,New York Yankees,127
2017,,Batting Average,Jose Altuve,Houston Astros,.346
2017,,Doubles,Jose Ramirez,Cleveland Indians,56
2017,,Hits,Jose Altuve,Houston Astros,204
2017,,Home Runs,Aaron Judge,New York Yankees,52
2017,,On Base Percentage,Mike Trout,Los Angeles Angels,.442
2017,,RBI,Nelson Cruz,Seattle Mariners,119
2017,,Runs,Aaron Judge,New York Yankees,128
2017,,Slugging Average,Mike Trout,Los Angeles Angels,.629
2017,,Stolen Bases,Whit Merrifield,Kansas City Royals,34
2017,,Total Bases,Jose Abreu,Chicago White Sox,343
2017,,Triples,Nick Castellanos,Detroit Tigers,10
2017,,Statistic,Name,Team,#
2017,,Statistic,Name,Team,#
2017,,Complete Games,Corey Kluber,Cleveland Indians,5
2017,,ERA,Corey Kluber,Cleveland Indians,2.25
2017,,Games,Bryan Shaw,Cleveland Indians,79
2017,,Saves,Alex Colome,Tampa Bay Rays,46
2017,,Shutouts,Corey Kluber,Cleveland Indians,3
2017,,Strikeouts,Chris Sale,Boston Red Sox,308
2017,,Winning Percentage,Corey Kluber,Cleveland Indians,.818
2017,,Wins,Carlos Carrasco,Cleveland Indians,18
2017,,Statistic,Name,Team,#
2018,,Statistic,Name,Team,#
2018,,Base on Balls,Mike Trout,Los Angeles Angels,122
2018,,Batting Average,Mookie Betts,Boston Red Sox,.346
2018,,Doubles,Alex Bregman,Houston Astros,50
2018,,Hits,Whit Merrifield,Kansas City Royals,192
2018,,Home Runs,Khris Davis,Oakland Athletics,48
2018,,On Base Percentage,Mike Trout,Los Angeles Angels,.460
2018,,RBI,J.D. Martinez,Boston Red Sox,130
2018,,Runs,Mookie Betts,Boston Red Sox,129
2018,,Slugging Average,Mookie Betts,Boston Red Sox,.640
2018,,Stolen Bases,Whit Merrifield,Kansas City Royals,45
2018,,Total Bases,J.D. Martinez,Boston Red Sox,358
2018,,Triples,Yolmer Sanchez,Chicago White Sox,10
2018,,Statistic,Name,Team,#
2018,,Statistic,Name,Team,#
2018,,Complete Games,Jose Berrios,Minnesota Twins,2
2018,,ERA,Blake Snell,Tampa Bay Rays,1.89
2018,,Games,Ryan Pressly,Minnesota Twins,77
2018,,Saves,Edwin Diaz,Seattle Mariners,57
2018,,Shutouts,Jose Berrios,Minnesota Twins,1
2018,,Strikeouts,Justin Verlander,Houston Astros,290
2018,,Winning Percentage,Charlie Morton,Houston Astros,.833
2018,,Wins,Blake Snell,Tampa Bay Rays,21
2018,,Statistic,Name,Team,#
2019,,Statistic,Name,Team,#
2019,,Base on Balls,Alex Bregman,Houston Astros,119
2019,,Batting Average,Tim Anderson,Chicago White Sox,.335
2019,,Doubles,Rafael Devers,Boston Red Sox,54
2019,,Hits,Whit Merrifield,Kansas City Royals,206
2019,,Home Runs,Jorge Soler,Kansas City Royals,48
2019,,On Base Percentage,Mike Trout,Los Angeles Angels,.438
2019,,RBI,Jose Abreu,Chicago White Sox,123
2019,,Runs,Mookie Betts,Boston Red Sox,135
2019,,Slugging Average,Mike Trout,Los Angeles Angels,.645
2019,,Stolen Bases,Mallex Smith,Tampa Bay Rays,46
2019,,Total Bases,Rafael Devers,Boston Red Sox,359
2019,,Triples,Hunter Dozier,Kansas City Royals,10
2019,,Statistic,Name,Team,#
2019,,Statistic,Name,Team,#
2019,,Complete Games,Shane Bieber,Cleveland Indians,3
2019,,ERA,Gerrit Cole,Houston Astros,2.50
2019,,Games,Yusmeiro Petit,Oakland Athletics,80
2019,,Saves,Roberto Osuna,Houston Astros,38
2019,,Shutouts,Shane Bieber,Cleveland Indians,2
2019,,Strikeouts,Gerrit Cole,Houston Astros,326
2019,,Winning Percentage,Gerrit Cole,Houston Astros,.800
2019,,Wins,Justin Verlander,Houston Astros,21
2019,,Statistic,Name,Team,#
2020,,Statistic,Name,Team,#
2020,,Base on Balls,Carlos Santana,Cleveland Indians,47
2020,,Batting Average,DJ LeMahieu,New York Yankees,.364
2020,,Doubles,Cesar Hernandez,Cleveland Indians,20
2020,,Hits,Jose Abreu,Chicago White Sox,76
2020,,Home Runs,Luke Voit,New York Yankees,22
2020,,On Base Percentage,DJ LeMahieu,New York Yankees,.421
2020,,RBI,Jose Abreu,Chicago White Sox,60
2020,,Runs,Tim Anderson,Chicago White Sox,45
2020,,Slugging Average,Jose Abreu,Chicago White Sox,.617
2020,,Stolen Bases,Adalberto Mondesi,Kansas City Royals,24
2020,,Total Bases,Jose Abreu,Chicago White Sox,148
2020,,Triples,Kyle Tucker,Houston Astros,6
2020,,Statistic,Name,Team,#
2020,,Statistic,Name,Team,#
2020,,Complete Games,Gerrit Cole,New York Yankees,2
2020,,ERA,Shane Bieber,Cleveland Indians,1.63
2020,,Games,Scott Barlow,Kansas City Royals,32
2020,,Saves,Brad Hand,Cleveland Indians,16
2020,,Shutouts,Gerrit Cole,New York Yankees,1
2020,,Strikeouts,Shane Bieber,Cleveland Indians,122
2020,,Winning Percentage,Shane Bieber,Cleveland Indians,.889
2020,,Wins,Shane Bieber,Cleveland Indians,8
2020,,Statistic,Name,Team,#
2021,,Statistic,Name,Team,#
2021,,Base on Balls,Joey Gallo,Texas Rangers,111
2021,,Batting Average,Yuli Gurriel,Houston Astros,.319
2021,,Doubles,Jeimer Candelario,Detroit Tigers,42
2021,,Hits,Bo Bichette,Toronto Blue Jays,191
2021,,Home Runs,Vladimir Guerrero Jr.,Toronto Blue Jays,48
2021,,On Base Percentage,Vladimir Guerrero Jr.,Toronto Blue Jays,.401
2021,,RBI,Salvador Perez,Kansas City Royals,121
2021,,Runs,Vladimir Guerrero Jr.,Toronto Blue Jays,123
2021,,Slugging Average,Vladimir Guerrero Jr.,Toronto Blue Jays,.601
2021,,Stolen Bases,Whit Merrifield,Kansas City Royals,40
2021,,Total Bases,Vladimir Guerrero Jr.,Toronto Blue Jays,363
2021,,Triples,Shohei Ohtani,Los Angeles Angels,8
2021,,Statistic,Name,Team,#
2021,,Statistic,Name,Team,#
2021,,Complete Games,Gerrit Cole,New York Yankees,2
2021,,ERA,Robbie Ray,Toronto Blue Jays,2.84
2021,,Games,Bryan Shaw,Cleveland Indians,81
2021,,Saves,Liam Hendriks,Chicago White Sox,38
2021,,Shutouts,Sean Manaea,Oakland Athletics,2
2021,,Strikeouts,Robbie Ray,Toronto Blue Jays,248
2021,,Winning Percentage,"Lance McCullers, Jr.",Houston Astros,.722
2021,,Wins,Gerrit Cole,New York Yankees,16
2021,,Statistic,Name,Team,#
2022,,Statistic,Name,Team,#
2022,,Base on Balls,Aaron Judge,New York Yankees,111
2022,,Batting Average,Luis Arraez,Minnesota Twins,.316
2022,,Doubles,José Ramírez,Cleveland Guardians,44
2022,,Hits,Bo Bichette,Toronto Blue Jays,189
2022,,Home Runs,Aaron Judge,New York Yankees,62
2022,,On Base Percentage,Aaron Judge,New York Yankees,.425
2022,,RBI,Aaron Judge,New York Yankees,131
2022,,Runs,Aaron Judge,New York Yankees,133
2022,,Slugging Average,Aaron Judge,New York Yankees,.686
2022,,Stolen Bases,Jorge Mateo,Baltimore Orioles,35
2022,,Total Bases,Aaron Judge,New York Yankees,391
2022,,Triples,Amed Rosario,Cleveland Guardians,9
2022,,Statistic,Name,Team,#
2022,,Statistic,Name,Team,#
2022,,Complete Games,Framber Valdez,Houston Astros,3
2022,,ERA,Justin Verlander,Houston Astros,1.75
2022,,Games,Adam Cimber,Toronto Blue Jays,77
2022,,Saves,Emmanuel Clase,Cleveland Guardians,42
2022,,Shutouts,Dylan Cease,Chicago White Sox,1
2022,,Strikeouts,Corbin Burnes,Milwaukee Brewers,243
2022,,Winning Percentage,Justin Verlander,Houston Astros,.818
2022,,Wins,Justin Verlander,Houston Astros,18
2022,,Statistic,Name,Team,#
2023,,Statistic,Name,Team,#
2023,,Base on Balls,J.P. Crawford,Seattle Mariners,94
2023,,Batting Average,Yandy Díaz,Tampa Bay Rays,.330
2023,,Doubles,Corey Seager,Texas Rangers,42
2023,,Hits,Marcus Semien,Texas Rangers,185
2023,,Home Runs,Shohei Ohtani,Los Angeles Angels,44
2023,,On Base Percentage,Shohei Ohtani,Los Angeles Angels,.412
2023,,RBI,Kyle Tucker,Houston Astros,112
2023,,Runs,Marcus Semien,Texas Rangers,122
2023,,Slugging Average,Shohei Ohtani,Los Angeles Angels,.654
2023,,Stolen Bases,Esteury Ruiz,Oakland Athletics,67
2023,,Total Bases,Shohei Ohtani,Los Angeles Angels,325
2023,,Triples,Bobby Witt Jr.,Kansas City Royals,11
2023,,Statistic,Name,Team,#
2023,,Statistic,Name,Team,#
2023,,Complete Games,Jordan Lyles,Kansas City Royals,3
2023,,ERA,Gerrit Cole,New York Yankees,2.63
2023,,Games,Matt Brash,Seattle Mariners,78
2023,,Saves,Emmanuel Clase,Cleveland Guardians,44
2023,,Shutouts,Gerrit Cole,New York Yankees,2
2023,,Strikeouts,Kevin Gausman,Toronto Blue Jays,237
2023,,Winning Percentage,Gerrit Cole,New York Yankees,.789
2023,,Wins,Chris Bassitt,Toronto Blue Jays,16
2023,,Statistic,Name,Team,#
2024,,Statistic,Name,Team,#
2024,,Base on Balls,Aaron Judge,New York,133
2024,,Batting Average,Bobby Witt Jr.,Kansas City,.332
2024,,Doubles,Jarren Duran,Boston,48
2024,,Hits,Bobby Witt Jr.,Kansas City,211
2024,,Home Runs,Aaron Judge,New York,58
2024,,On Base Percentage,Aaron Judge,New York,.458
2024,,RBI,Aaron Judge,New York,144
2024,,Runs,Juan Soto,New York,128
2024,,Slugging Average,Aaron Judge,New York,.701
2024,,Stolen Bases,Jose Caballero,Tampa Bay,44
2024,,Total Bases,Aaron Judge,New York,392
2024,,Triples,Jarren Duran,Boston,14
2024,,Statistic,Name,Team,#
2024,,Statistic,Name,Team,#
2024,,Complete Games,Kevin Gausman,Toronto,2
2024,,ERA,Tarik Skubal,Detroit,2.39
2024,,Games,T.J. McFarland,Oakland,79
2024,,Saves,Emmanuel Clase,Cleveland,47
2024,,Shutouts,Ronel Blanco,Houston,1
2024,,Strikeouts,Tarik Skubal,Detroit,228
2024,,Winning Percentage,Tarik Skubal,Detroit,.818
2024,,Wins,Tarik Skubal,Detroit,18
2024,,Statistic,Name,Team,#
1885,,Statistic,Name(s),Team(s),#
1885,,Base on Balls,Ned Williamson,Chicago,75
1885,,Batting Average,Roger Connor,New York,.371
1885,,Doubles,Cap Anson,Chicago,35
1885,,Hits,Roger Connor,New York,169
1885,,Home Runs,Abner Dalrymple,Chicago,11
1885,,On Base Percentage,Roger Connor,New York,.435
1885,,RBI,Cap Anson,Chicago,108
1885,,Runs,King Kelly,Chicago,124
1885,,Slugging Average,Dan Brouthers,Buffalo,.543
1885,,Total Bases,Roger Connor,New York,225
1885,,Triples,Jim O'Rourke,New York,16
1885,,Statistic,Name(s),Team(s),#
1885,,Statistic,Name(s),Team(s),#
1885,,Complete Games,John Clarkson,Chicago,68
1885,,ERA,Tim Keefe,New York,1.58
1885,,Games,John Clarkson,Chicago,70
1885,,Saves,Fred Pfeffer,Chicago,2
1885,,Shutouts,John Clarkson,Chicago,10
1885,,Strikeouts,John Clarkson,Chicago,308
1885,,Winning Percentage,Mickey Welch,New York,.800
1885,,Wins,John Clarkson,Chicago,53
1885,,Statistic,Name(s),Team(s),#
1886,,Statistic,Name(s),Team(s),#
1886,,Base on Balls,George Gore,Chicago,102
1886,,Batting Average,King Kelly,Chicago,.388
1886,,Doubles,Dan Brouthers,Detroit,40
1886,,Hits,Hardy Richardson,Detroit,189
1886,,Home Runs,Dan Brouthers,Detroit,11
1886,,On Base Percentage,King Kelly,Chicago,.483
1886,,RBI,Cap Anson,Chicago,147
1886,,Runs,King Kelly,Chicago,155
1886,,Slugging Average,Dan Brouthers,Detroit,.581
1886,,Total Bases,Dan Brouthers,Detroit,284
1886,,Triples,Roger Connor,New York,20
1886,,Statistic,Name(s),Team(s),#
1886,,Statistic,Name(s),Team(s),#
1886,,Complete Games,Tim Keefe,New York,62
1886,,ERA,Henry Boyle,St. Louis,1.76
1886,,Games,Tim Keefe,New York,64
1886,,Saves,Charlie Ferguson,Philadelphia,2
1886,,Shutouts,Lady Baldwin,Detroit,7
1886,,Strikeouts,Lady Baldwin,Detroit,323
1886,,Winning Percentage,Jocko Flynn,Chicago,.793
1886,,Wins,Lady Baldwin,Detroit,42
1886,,Statistic,Name(s),Team(s),#
1887,,Statistic,Name(s),Team(s),#
1887,,Base on Balls,Jim Fogarty,Philadelphia,82
1887,,Batting Average,Cap Anson,Chicago,.347
1887,,Doubles,Dan Brouthers,Detroit,36
1887,,Hits,Sam Thompson,Detroit,203
1887,,Home Runs,Billy O'Brien,Washington,19
1887,,On Base Percentage,Dan Brouthers,Detroit,.426
